amount_to_invest,risk_level,horizon,experience,preferred_sector,preferred_type,stock_allocation,mf_allocation,etf_allocation,recommended
245867,High,7,Advanced,"FMCG,Infrastructure,Tech,Banking",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
126076,Medium,5,Beginner,Tech,"Stocks,MF,ETF",32,40,28,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
394822,Medium,13,Intermediate,Tech,"MF,ETF",0,61,39,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
92263,High,4,Intermediate,Tech,"Stocks,ETF",72,0,28,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
11265,High,3,Advanced,Tech,ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
430446,Medium,5,Advanced,"Infrastructure,Banking","Stocks,ETF",88,0,12,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
71391,Low,4,Intermediate,"Infrastructure,Tech,Banking,FMCG","MF,ETF",0,61,39,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
113735,Medium,9,Intermediate,"Banking,Tech,Infrastructure,FMCG","Stocks,ETF",61,0,39,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
411383,Low,6,Intermediate,"Tech,Infrastructure,FMCG","Stocks,MF,ETF",49,12,39,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
124108,High,1,Beginner,"Infrastructure,FMCG,Banking,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
249953,Low,6,Intermediate,"FMCG,Infrastructure,Banking","Stocks,ETF",62,0,38,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
108252,Medium,5,Intermediate,Banking,Stocks,100,0,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": []}"
196900,Low,10,Advanced,Tech,"MF,ETF",0,64,36,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
210644,High,14,Intermediate,"FMCG,Tech,Banking","Stocks,ETF",64,0,36,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
131075,Low,5,Beginner,Banking,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
431109,High,8,Advanced,Banking,"MF,ETF",0,41,59,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
305225,Low,9,Advanced,"Infrastructure,Banking,FMCG,Tech","Stocks,MF,ETF",36,20,44,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
81441,High,5,Advanced,"Infrastructure,Tech,Banking,FMCG","Stocks,ETF",39,0,61,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
43528,Medium,1,Advanced,"Infrastructure,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
118267,Low,14,Advanced,"FMCG,Banking,Tech","Stocks,MF",79,21,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
217333,High,1,Beginner,Banking,"Stocks,MF,ETF",25,44,31,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
63807,Low,15,Intermediate,"Infrastructure,Banking,FMCG","Stocks,MF",69,31,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
158035,Medium,2,Beginner,"Banking,Infrastructure","MF,ETF",0,52,48,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
77301,High,1,Advanced,"Infrastructure,FMCG",Stocks,100,0,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
257010,High,15,Beginner,"Banking,FMCG","Stocks,MF",86,14,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
391714,High,1,Advanced,"Tech,Infrastructure,FMCG","MF,ETF",0,67,33,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
302124,Low,15,Intermediate,"FMCG,Infrastructure","Stocks,ETF",65,0,35,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
232576,High,12,Advanced,"Infrastructure,Banking","Stocks,ETF",54,0,46,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
228272,Low,4,Intermediate,"FMCG,Infrastructure","MF,ETF",0,46,54,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
222895,High,13,Beginner,Infrastructure,Stocks,100,0,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
305155,Medium,11,Advanced,"Banking,Tech,Infrastructure,FMCG","Stocks,ETF",77,0,23,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
47085,High,7,Beginner,"Banking,Infrastructure","Stocks,ETF",57,0,43,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
494045,High,4,Intermediate,"FMCG,Tech,Banking,Infrastructure","Stocks,ETF",73,0,27,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
10711,High,5,Advanced,"Tech,FMCG,Banking",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
350235,Low,12,Intermediate,"Tech,FMCG,Infrastructure,Banking",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
457490,Low,3,Intermediate,"Infrastructure,FMCG,Tech,Banking","Stocks,MF",50,50,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
374145,Medium,11,Advanced,"FMCG,Tech,Infrastructure",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
309442,High,7,Advanced,Banking,"Stocks,MF",64,36,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
344844,High,15,Beginner,Infrastructure,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
111153,Low,5,Intermediate,"Tech,FMCG,Banking,Infrastructure","Stocks,MF,ETF",33,44,23,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
92078,Medium,7,Intermediate,"FMCG,Banking","Stocks,MF",65,35,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
366719,High,14,Advanced,Banking,ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
43886,High,15,Intermediate,Banking,"Stocks,MF,ETF",45,39,16,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
15998,High,14,Advanced,"Tech,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
125998,Low,4,Beginner,"FMCG,Banking","Stocks,MF",75,25,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
107458,Medium,9,Advanced,FMCG,"Stocks,MF,ETF",33,30,37,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
342051,Medium,15,Advanced,"FMCG,Infrastructure,Banking,Tech",Stocks,100,0,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
52427,High,13,Intermediate,"Infrastructure,Banking","Stocks,ETF",56,0,44,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
267711,Medium,8,Intermediate,"Infrastructure,FMCG,Banking,Tech","MF,ETF",0,47,53,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
16454,Medium,12,Intermediate,Tech,"Stocks,ETF",81,0,19,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
113211,Low,10,Beginner,"Tech,Infrastructure,Banking",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
53131,Low,13,Advanced,"Tech,Banking","MF,ETF",0,29,71,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
136061,Low,4,Beginner,Infrastructure,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
348218,Medium,15,Advanced,"Banking,Tech,Infrastructure",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
360309,High,3,Beginner,"Tech,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": []}"
27416,High,15,Intermediate,Banking,Stocks,100,0,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": []}"
30741,Low,15,Intermediate,FMCG,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
479117,Medium,15,Intermediate,FMCG,"Stocks,ETF",44,0,56,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
98939,Low,11,Beginner,"FMCG,Banking,Infrastructure,Tech","Stocks,MF,ETF",27,35,38,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
178675,Low,6,Intermediate,"Tech,FMCG,Infrastructure","Stocks,MF,ETF",28,48,24,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
155542,Low,1,Intermediate,FMCG,"Stocks,MF",62,38,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
171167,Medium,5,Beginner,"FMCG,Infrastructure,Tech",Stocks,100,0,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
131319,Low,11,Advanced,"Banking,FMCG",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
251949,Medium,7,Intermediate,Tech,"Stocks,ETF",67,0,33,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
312260,Low,1,Intermediate,"Banking,FMCG,Tech","Stocks,ETF",75,0,25,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
125012,Low,6,Advanced,Banking,Stocks,100,0,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": []}"
254589,Low,12,Intermediate,"Infrastructure,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
413653,High,11,Advanced,"Tech,Banking","Stocks,ETF",72,0,28,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
229559,Low,14,Advanced,"Tech,Banking,FMCG,Infrastructure","Stocks,MF",69,31,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
333101,High,7,Beginner,"FMCG,Infrastructure,Tech,Banking","Stocks,MF",71,29,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
122388,Low,11,Beginner,"Infrastructure,FMCG,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
128485,Medium,5,Beginner,"Banking,FMCG,Tech,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": []}"
147392,Medium,14,Beginner,FMCG,"MF,ETF",0,78,22,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
363705,Low,5,Beginner,"FMCG,Tech,Banking,Infrastructure","MF,ETF",0,36,64,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
95428,High,9,Intermediate,"Tech,FMCG",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
